iter,chain,Lamb,GL2,mc,w,T_pc
80032,1,0.6730006438490379,1.730533168359214,0.004076295848180424,4.395519198363749e-37,0.2050548836727537
80033,1,0.6712212961656139,1.7223340164339775,0.0040448269907040115,4.415508118053725e-37,0.2045127386754605
80034,1,0.6061269872939943,1.7556330398988143,0.0047509515972931505,4.416035547160911e-37,0.20362078479407622
80035,1,0.6066920534622263,1.7365533148710877,0.0046550041827245064,4.452774222323611e-37,0.20381061170996662
80036,1,0.6705971324512432,1.7285335067566847,0.004083178566066795,4.457446232003388e-37,0.20432256379373814
80037,1,0.6343332579896077,1.7319388828473397,0.0043869972519044315,4.4762444766304936e-37,0.2031848716997962
80038,1,0.639508092065078,1.7397741332441325,0.0043841333257024825,4.481079497111e-37,0.20484243573959526
80039,1,0.6012472273990215,1.7464311921116153,0.00475442548400789,4.537838260283185e-37,0.20198149045435876
80040,1,0.6068403298394587,1.7375875227332065,0.004658750262038454,4.548647168314247e-37,0.20386042330544318
80041,1,0.6049208686885338,1.7539228240393905,0.004754281166338983,4.5701772574098104e-37,0.2032156043250543
80042,1,0.5822492943662507,1.7754538759136458,0.005067406075713645,4.579458256903191e-37,0.20469701755063502
80043,1,0.6373972808381858,1.7409632435863094,0.004407716130620845,4.614996980546856e-37,0.20416631651848138
80044,1,0.6310062032121054,1.7302693237084674,0.004406381733004219,4.6204703753815895e-37,0.20211917446637753
80045,1,0.604104799099711,1.746181534278194,0.004726280627550965,4.646177649127221e-37,0.2029414559475592
80046,1,0.6353888910579277,1.7351409631827548,0.004395101473428182,4.753000693557372e-37,0.20352300416699248
80047,1,0.6073057170366469,1.7486608137773207,0.004708153922334929,4.852487694849837e-37,0.2040167643169986
80048,1,0.6026603567882388,1.747431555142156,0.004745803000831333,4.9282196908537114e-37,0.20245621360854898
80049,1,0.6072698030212508,1.7520247950151513,0.004723865682871867,4.94667526722812e-37,0.20400469945245142
80050,1,0.6317664589664232,1.7305486160848118,0.004401391205455386,4.971730447027456e-37,0.20236269388768247
80051,1,0.6029433093427602,1.7457395700010059,0.004734466328754166,4.977323503607286e-37,0.20255126798233353
80052,1,0.6073392408398569,1.7550225006818048,0.004737444026662091,5.039001392543751e-37,0.2040280262196394
80053,1,0.6385012813397262,1.7389414150119369,0.004388156962627166,5.0398025435250634e-37,0.20451994167913107
80054,1,0.6076628600301964,1.756267019266217,0.004740137973147573,5.067454692808394e-37,0.2041367420413941
80055,1,0.6383432420332836,1.7359984556205834,0.0043747739614014985,5.142445352916422e-37,0.20446931971378615
80056,1,0.671641093372872,1.731295666112843,0.004090251191178489,5.198856262641396e-37,0.20464064563704693
80057,1,0.6086972715518724,1.7488792027391349,0.004696221892642275,5.200186625131707e-37,0.20448423966195714
80058,1,0.6688995185083024,1.7234863072213362,0.004068709729604485,5.2024637384427975e-37,0.2038053220454984
80059,1,0.6087656417495607,1.7583481508719774,0.004739080246172429,5.3668948149041495e-37,0.20450720777524306
80060,1,0.6726172345515318,1.728604041377214,0.004068925192998443,5.3994716226653914e-37,0.20493806365241984
80061,1,0.6391046156349965,1.7424186655583296,0.004400528977561423,5.405284766120357e-37,0.20471319719558484
80062,1,0.6003192934328877,1.7474843949776737,0.004768220623007724,5.435351651823887e-37,0.20166976263761072
80063,1,0.6035421252035267,1.7504053723442585,0.004751480848028807,5.494023216688148e-37,0.20275243268555976
80064,1,0.608128096125708,1.7480986680575317,0.00469784820642222,5.505172898625329e-37,0.20429303229223
80065,1,0.6336254421893398,1.7354056357923504,0.0044107234277853905,5.5147665460537794e-37,0.20295814945127294
80066,1,0.6088839173311507,1.7582403023412385,0.0047375197489484214,5.516081812456326e-37,0.20454694097843343
80067,1,0.6662328126234063,1.7235792484556887,0.0040887099788125564,5.526374187761614e-37,0.20299281009619408
80068,1,0.605737760888178,1.7521770201991478,0.0047386781475042775,5.546630451298874e-37,0.2034900290483723
80069,1,0.6091437969274648,1.752066775989261,0.004707056418580365,5.565651480318071e-37,0.20463424428032018
80070,1,0.6365720203751482,1.7364276605409763,0.004391753267557273,5.609443209051278e-37,0.20390197527641463
80071,1,0.6030718888120109,1.747555297197804,0.0047425098105602255,5.652037645556702e-37,0.2025944626477849
80072,1,0.63849801964788,1.7341074562813872,0.004363726002103294,5.677461009741454e-37,0.20451889691846156
80073,1,0.6054470889422942,1.7450522853543986,0.004708307746339353,5.698472533708741e-37,0.20339238144155192
80074,1,0.6358675652937974,1.7301473398921905,0.004364884582991585,5.698735450451302e-37,0.20367632950816947
80075,1,0.6009565523214557,1.7520038362512933,0.004782498176226722,5.698775064689171e-37,0.20188384179548902
80076,1,0.6036739459559026,1.7471355257378456,0.004734257115297692,5.744021696300638e-37,0.20279671621956102
80077,1,0.6382647501375481,1.740718325753306,0.004399278157252774,5.753939953667014e-37,0.2044441777784334
80078,1,0.608215499436706,1.7496959154357983,0.004704583992827475,5.784047133501958e-37,0.20432239434201843
80079,1,0.605878662710749,1.742965904971679,0.004693844881472563,5.835442618036208e-37,0.2035373632543922
80080,1,0.6086103788044317,1.7546062744315412,0.00472377718740132,5.881770599572571e-37,0.2044550491296138
80081,1,0.6073505594521672,1.7499616774552207,0.004713861266352424,5.91349663352147e-37,0.20403182856596241
80082,1,0.6063481110918615,1.7447045336448364,0.004697863471125713,5.918020251937154e-37,0.2036950685699222
80083,1,0.6073649128681364,1.742903366240616,0.004680028411648983,5.935054072302906e-37,0.2040366504166396
80084,1,0.6084376563163475,1.7503225479426936,0.00470527682311043,5.9649358576433245e-37,0.204397025168773
80085,1,0.6062231234882134,1.7555885257608934,0.0047498646904142764,5.965662899828041e-37,0.20365308054682169
80086,1,0.637631329739361,1.7299257192544442,0.004349228477061437,6.05858883806865e-37,0.20424128530713906
80087,1,0.6050405880802198,1.7487115495311176,0.00472949689867137,6.2591655152945205e-37,0.2032558225581988
80088,1,0.606685382183638,1.737907709380614,0.004661742826127038,6.287918784850605e-37,0.2038083705773159
80089,1,0.673675955431981,1.734189210288417,0.00409082158517309,6.337517038673655e-37,0.20526064267068173
80090,1,0.5996366923273709,1.7471117331855053,0.004772141796794282,6.340446123190181e-37,0.20144045132872618
80091,1,0.6352173766359115,1.7391468377316692,0.004416318548834735,6.3573337311222485e-37,0.2034680659536904
80092,1,0.6088486208243734,1.756359023717228,0.0047296055399102185,6.364034187128577e-37,0.20453508355818795
80093,1,0.6380702628131736,1.7396925803516634,0.0043954559771153395,6.3913496405955165e-37,0.20438188105734467
80094,1,0.6080540905603813,1.757236210613473,0.004740549591973904,6.432119206915309e-37,0.20426817104762812
80095,1,0.6396207884945346,1.7409079525515594,0.004388867162147737,6.433098559176667e-37,0.2048785338146556
80096,1,0.637091523027996,1.7380779269677171,0.004395412819596984,6.482703395562263e-37,0.204068378469905
80097,1,0.6722333795094987,1.7308481134364264,0.004083551586087414,6.5000441425134146e-37,0.20482110781930035
80098,1,0.6090905894885155,1.7527240484070339,0.0047105072636427076,6.526140854267363e-37,0.20461636990629817
80099,1,0.635928145072471,1.73351226645705,0.004381813179766845,6.532883195970539e-37,0.20369573396852586
80100,1,0.6361791973842885,1.7371988006488328,0.004398955200449967,6.574757967864193e-37,0.20377614916215492
80101,1,0.6734474615696262,1.7334301003290284,0.004088353823147626,6.5937422802041455e-37,0.20519102344699547
80102,1,0.6062550298366862,1.7395137888639922,0.0046735887057918896,6.683182846068691e-37,0.20366379908576177
80103,1,0.6035663657331058,1.746658288925059,0.004733605000485065,6.702079479172715e-37,0.20276057598846525
80104,1,0.607136001478474,1.7403339905369941,0.00466950495423126,6.710144046826403e-37,0.20395975049667486
80105,1,0.6050877481125332,1.7493523687616686,0.004731541911912149,6.794284710269257e-37,0.2032716653815541
80106,1,0.6059146759692425,1.7486215451216895,0.004720911553186083,6.798260604825157e-37,0.2035494614584174
80107,1,0.6051833789764243,1.7372838993232425,0.004672545259716417,6.852631147338869e-37,0.20330379137489255
80108,1,0.6021966381539471,1.7405294085846228,0.004716409137516087,6.857597724732127e-37,0.20230043312984158
80109,1,0.6375886360537406,1.7384787827531167,0.004393331594887463,6.9054247838900566e-37,0.2042276099859638
80110,1,0.5996003585740404,1.748312663609538,0.004778965381550881,6.960037657210269e-37,0.2014282454584667
80111,1,0.600622724510193,1.743913803277913,0.00474759952657093,6.994945840932165e-37,0.20177169651514298
80112,1,0.6089867926046926,1.7521573979032825,0.004708945556572904,7.000230132953555e-37,0.20458150064063893
80113,1,0.6333609976826785,1.7368646572869182,0.0044209476906813695,7.014835875035543e-37,0.20287344457023299
80114,1,0.6085650987066503,1.7587581138213215,0.004742750946843141,7.130201107361537e-37,0.20443983784676534
80115,1,0.6383797555732458,1.73366742049791,0.0043624337312138635,7.197995222553777e-37,0.20448101545705527
80116,1,0.6717929524482272,1.7258935856367346,0.004060153476771437,7.255830290981092e-37,0.20468691519906923
80117,1,0.6014391927482869,1.750365714285927,0.0047711145642237475,7.2605797287727215e-37,0.20204597881387765
80118,1,0.6374722977910935,1.729799810959477,0.0043498045306801895,7.288062803221852e-37,0.20419034538620962
80119,1,0.6729955942639868,1.7289192221434073,0.004067758079283566,7.400699914127514e-37,0.2050533451273085
80120,1,0.6354819556430537,1.7356044566651705,0.004396228795385405,7.4522512201335126e-37,0.20355281391691563
80121,1,0.607437757822131,1.7459884362702633,0.004693976512602926,7.5507754501629e-37,0.20406112176837216
80122,1,0.6068434355261572,1.7427197717419125,0.004683759083759694,7.558190512267546e-37,0.2038614666220684
80123,1,0.6093690304530597,1.756374834980841,0.004724692981327166,7.593916203979559e-37,0.20470990866782474
80124,1,0.6085198202642613,1.7483243195365676,0.00469524733578103,7.603375316975756e-37,0.2044246271200253
80125,1,0.6081985552383631,1.7554457816038205,0.004731432292129578,7.605085548992745e-37,0.20431670215038758
80126,1,0.6073223640541308,1.7494987232675763,0.004711615325910601,7.656837106573226e-37,0.20402235667443455
80127,1,0.6065791093441091,1.742873536855401,0.004686934284860584,7.688127982268375e-37,0.2037726695452866
80128,1,0.6087968704169642,1.750983681150525,0.004705106839143039,7.722070505554208e-37,0.2045176986556989
80129,1,0.6077871859491963,1.752007495505067,0.004719369956652519,7.786667228491037e-37,0.20417850777980814
80130,1,0.6041735841492336,1.7483645220130708,0.004735977563944421,7.832267922299724e-37,0.20296456342513317
80131,1,0.6014858398907501,1.7458981572416963,0.004749628446999572,7.849804504425786e-37,0.20206164933829884
80132,1,0.6367678760288934,1.7302609400644808,0.004358012144414365,7.863184421911762e-37,0.20396471029050492
80133,1,0.609021392919628,1.7520177349025938,0.004707965920635392,7.871215297954058e-37,0.2045931241839375
80134,1,0.6372475816168065,1.7386929917637892,0.004397219945848049,7.879074807036621e-37,0.2041183659866333
80135,1,0.6376680994476536,1.730911811375349,0.00435399145024456,7.881052416464152e-37,0.2042530631043265
80136,1,0.6080482173358248,1.752298870342424,0.00471830645916684,7.929356917725778e-37,0.20426619801125365
80137,1,0.5822128897046362,1.771250217543672,0.0050505000934191815,7.970087576588872e-37,0.20468421903678619
80138,1,0.6717622957841656,1.7247733495444617,0.004054419498518768,7.970374934909821e-37,0.20467757449673796
80139,1,0.6350310660301703,1.7316167726320755,0.0043794996695894995,8.055517294249241e-37,0.20340838833778893
80140,1,0.6096082574585773,1.756831921919503,0.0047246096370548414,8.101734806731663e-37,0.2047902739899908
80141,1,0.6048246044926464,1.736892113491972,0.004673946624603895,8.251616249040647e-37,0.2031832655717484
80142,1,0.6371840236094654,1.7410242430298948,0.004409389928396254,8.30824492376789e-37,0.20409800756240687
80143,1,0.6049655749349123,1.7420738372768159,0.004698446832320203,8.405005834839386e-37,0.2032306228296971
80144,1,0.6077089845077498,1.7435401135068387,0.004679802940545605,8.451060751327635e-37,0.20415223698307222
80145,1,0.6074327637014351,1.7527417010398652,0.0047256921519215145,8.599387238733214e-37,0.20405944405595083
80146,1,0.6082746872416759,1.75610179765209,0.004733726731144849,8.69000376139047e-37,0.2043422777452505
80147,1,0.6043592609516442,1.7482570666644426,0.004733729515523519,8.700401012734551e-37,0.20302693922594295
80148,1,0.6336737140792124,1.7328433402342596,0.004397736669534372,8.714928326327617e-37,0.20297361154099772
80149,1,0.6066368052626193,1.7489642292125414,0.004715408508151731,8.792148726892308e-37,0.2037920517679112
80150,1,0.6720338344172637,1.7301137622849214,0.00408135815784786,8.818941729177694e-37,0.20476030892401004
80151,1,0.6376531860533821,1.7321001226904442,0.004360430539711031,8.819356790317753e-37,0.20424828615772395
80152,1,0.6651189927116306,1.7268176426573436,0.00411470350595178,8.933688608723433e-37,0.20265344309182495
80153,1,0.6026785771846719,1.745066363905658,0.004734381057830212,8.938829598205039e-37,0.2024623345229757
80154,1,0.6045634299308481,1.75526224371644,0.004764346778929227,8.968077989755694e-37,0.20309552724239432
80155,1,0.6083396451055549,1.7580765562750484,0.004742098065339926,8.987826588453396e-37,0.20436409952764736
80156,1,0.6094422698817739,1.7567816301174983,0.004726046286618337,9.014327572513675e-37,0.2047345125384084
80157,1,0.6029396321397897,1.7446093278841455,0.0047297303969086575,9.084813865125589e-37,0.20255003267196062
80158,1,0.6065493123550167,1.7520255275836534,0.004730495157493211,9.3623679841644e-37,0.20376265961926343
80159,1,0.6381349406213394,1.7354294204070162,0.004373593043125474,9.440087834579409e-37,0.20440259816777276
80160,1,0.6068926130728632,1.7539077255595863,0.004736456467952666,9.441435850834836e-37,0.203877987204165
80161,1,0.6082159671408685,1.7528950125176368,0.00471923986273768,9.5439400553335e-37,0.20432255146138548
80162,1,0.6024371209998376,1.7468090498722872,0.004744289825840447,9.725998725994881e-37,0.20238122033588296
80163,1,0.6386668722417774,1.7404027846042687,0.0043941149520072996,9.77405599020169e-37,0.20457298251494432
80164,1,0.6086319331070867,1.7578750685574245,0.004738490086428586,9.785343262030328e-37,0.20446229002816196
80165,1,0.6018926971845123,1.751247529138858,0.004770194456575175,9.817815143525205e-37,0.20219832796042214
80166,1,0.6373281224204916,1.7354924584491567,0.004380657194110897,9.82238154357414e-37,0.20414416421281373
80167,1,0.6064753463147725,1.7358695038168908,0.004653634786658865,9.8502889594266e-37,0.2037378116526189
80168,1,0.6067054234009741,1.7543411632737058,0.004739728935623379,9.8550120481949e-37,0.20381510317376472
80169,1,0.6335789847273322,1.7295825808372105,0.00438107365141946,9.908865745042355e-37,0.2029432685454736
80170,1,0.6253145075820573,1.7320214542878223,0.0044651787527036245,1.009710736849665e-36,0.20029605320987773
80171,1,0.631068539592682,1.7347828605381617,0.004429797231772172,1.0119253570775792e-36,0.20213914158828095
80172,1,0.6317807493879273,1.7298395655242331,0.004398191625659768,1.0168679143916843e-36,0.20236727128832044
80173,1,0.6036150787052073,1.7459528062321248,0.004729200885373951,1.0223553124751724e-36,0.20277694050253056
80174,1,0.6060474487436324,1.7400564038937838,0.004678164346904424,1.0294003959272903e-36,0.203594064812314
80175,1,0.6381388151082087,1.7407074174269932,0.004400265406683467,1.0295271110720268e-36,0.2044038392143481
80176,1,0.6046346562063125,1.7407749832935682,0.004694779079952409,1.0411532314624689e-36,0.2031194548193081
80177,1,0.6066173766077958,1.7420350209680489,0.00468253125623134,1.0446732311825091e-36,0.2037855249541814
80178,1,0.6044879970581906,1.7502407308836594,0.004741840799872037,1.0524358403333931e-36,0.20307018651173592
80179,1,0.6075677779080588,1.7534368298197065,0.0047276621275217515,1.0535984493406794e-36,0.2041048003909885
80180,1,0.6033214838165919,1.7437815601726057,0.004722155165636438,1.098715162824372e-36,0.20267831096963634
80181,1,0.6014902561005729,1.7474919280121293,0.004756416810690563,1.116376697428147e-36,0.20206313290878625
80182,1,0.6354408264012369,1.7393723817783415,0.004416094083764817,1.1207305790764198e-36,0.20353963970664618
80183,1,0.6375423447804067,1.7402504819914866,0.0044025877215040365,1.130281326086666e-36,0.20421278231247403
80184,1,0.6718616516892395,1.7245212142856523,0.004052280334920118,1.13100039042294e-36,0.2047078469990652
80185,1,0.6083427900529979,1.7473323364429478,0.004692142748339,1.136344859833423e-36,0.20436515603342895
80186,1,0.6097971019147164,1.758803640162707,0.004731798238415736,1.14134964362993e-36,0.20485371392447504
80187,1,0.6719521665691731,1.7246853641956017,0.004052430517293057,1.149385981943388e-36,0.20473542575154494
80188,1,0.6386276354394138,1.7363267972390206,0.004374056263611131,1.1500588311233737e-36,0.2045604144766872
80189,1,0.6379922801679423,1.732263520788155,0.004358411692732816,1.1696750539910442e-36,0.204356902241294
80190,1,0.6657032883825065,1.7287049782977146,0.004120464642408067,1.1741817785035566e-36,0.20283147067904495
80191,1,0.6687073562834561,1.7283547861934694,0.004096183547547663,1.1837819259408988e-36,0.20374677261761553
80192,1,0.6717352755646098,1.7288371450446232,0.0040764660640784794,1.1927797921207485e-36,0.20466934177359203
80193,1,0.6073760341055753,1.7427136519429038,0.004678987389247613,1.2077175461398542e-36,0.20404038645734168
80194,1,0.6348057709399659,1.7338353105431046,0.004393300076256242,1.218088473348807e-36,0.20333622350420785
80195,1,0.6071161943593265,1.741222516583226,0.004674149501292023,1.2191247158490112e-36,0.20395309654258625
80196,1,0.6656261762929441,1.726263996759895,0.0041078993525288585,1.2303926110008937e-36,0.2028079755892564
80197,1,0.6302996269156028,1.7322789411134405,0.004423500113599535,1.232231116816638e-36,0.201892849246404
80198,1,0.6711691546981282,1.7301972815960711,0.004087880099401106,1.2401239186520822e-36,0.20449685182208593
80199,1,0.6376930264155521,1.7326944290670978,0.004363017398549029,1.2443590364384964e-36,0.20426104752373156
80200,1,0.6089039966981596,1.7524636225228132,0.004711002832351341,1.2450158979824098e-36,0.20455368639078803
80201,1,0.6015099050985272,1.7508767386430826,0.004772072261222457,1.2590134680737619e-36,0.20206973374403647
80202,1,0.6396765882288388,1.7414683647840277,0.004391245705126092,1.2663967812248036e-36,0.20489640716704993
80203,1,0.607285863944437,1.7470344525652508,0.004700342153446966,1.2809673907296537e-36,0.2040100949188343
80204,1,0.6341848709495392,1.7303669977468314,0.004380555913729378,1.2887986324721132e-36,0.2031373414760243
80205,1,0.63875722738854,1.7372631479067548,0.004377746105363971,1.2912458051597287e-36,0.2046019243978917
80206,1,0.6079343857249789,1.748503697770387,0.004701557281413373,1.2937411261768416e-36,0.2042279577044851
80207,1,0.6078357973811521,1.74834158602804,0.0047017067525028655,1.2980988834016852e-36,0.2041948381827308
80208,1,0.6374558257866995,1.7380340300054455,0.004392515884438727,1.3031268145950229e-36,0.20418506919730214
80209,1,0.6386319759219234,1.735583220298851,0.00437017169060003,1.3156679716928842e-36,0.20456180478749109
80210,1,0.6382452645729035,1.733502490695497,0.004362704285585512,1.3170049112064696e-36,0.20443793630850815
80211,1,0.6361674984091744,1.731613636919385,0.004370027176399696,1.3252433454725257e-36,0.20377240183418868
80212,1,0.6320103641341974,1.737336173488236,0.004434760176451078,1.3291917824220295e-36,0.2024408197617351
80213,1,0.6393670698991978,1.7413784549129752,0.004393261539945096,1.3389897549383952e-36,0.20479726457708677
80214,1,0.6088845813015259,1.7531826097194043,0.004714652527343908,1.3397192821791672e-36,0.2045471640309814
80215,1,0.6041634840221451,1.7443975793645508,0.0047171929640678085,1.3462904916517849e-36,0.20296117041368938
80216,1,0.6378799756363486,1.7405107591581108,0.004401433178249856,1.3508348359009513e-36,0.20432092969601792
80217,1,0.6048326735120699,1.7481674907146763,0.004728870819046785,1.3546417231825274e-36,0.20318597625796098
80218,1,0.6064495258561583,1.7372148367484384,0.004660506119791257,1.3751678542612984e-36,0.2037291375923032
80219,1,0.6392395607302803,1.7393851066172534,0.004384386953038872,1.376734584216873e-36,0.2047564217964179
80220,1,0.6000277116923486,1.7509864774342752,0.004786563674721186,1.3874598969102122e-36,0.20157180939664837
80221,1,0.6041805042637961,1.7425434402022546,0.004708093101938866,1.3886255304945753e-36,0.20296688815111902
80222,1,0.6393483198369847,1.7399017630162228,0.00438614326322213,1.4044811930011784e-36,0.20479125869778414
80223,1,0.6082341167329923,1.7476655042181368,0.004694778724676314,1.4078793903220949e-36,0.20432864858998961
80224,1,0.6061151069523649,1.756609854416758,0.004755506621620014,1.4219520785643759e-36,0.20361679374181008
80225,1,0.6329259026748307,1.7314097803247073,0.004396640300602539,1.4226295037634103e-36,0.20273407820053171
80226,1,0.6712085753935773,1.723302351895965,0.004050271082431108,1.4347058580415856e-36,0.20450886281523056
80227,1,0.6394781604490475,1.7406453365348036,0.004388791620572038,1.435010685574862e-36,0.20483284826883555
80228,1,0.6061108686551165,1.7392757186193506,0.004673762378604055,1.4427959387648115e-36,0.20361536993882823
80229,1,0.6065761093768309,1.7509896943604304,0.004725861135498701,1.4558016528752082e-36,0.20377166174377914
80230,1,0.6028641541707526,1.7442958971817422,0.004728323199430882,1.463958435841844e-36,0.2025246767917372
80231,1,0.6637323982431987,1.7246883955530534,0.00411361207431497,1.4647705120194518e-36,0.2022309650897246
80232,1,0.609255746052571,1.7567350105546358,0.0047273603162087405,1.4688072666666345e-36,0.2046718521895356
80233,1,0.6640713124316119,1.727129001277264,0.004124954829226878,1.4687927299736972e-36,0.20233422800650674
80234,1,0.6077052766306547,1.7573534602156888,0.0047446769927015735,1.4687592013072429e-36,0.20415099136811055
80235,1,0.6711881670004848,1.7296959289067284,0.004085068681223597,1.5158808683493337e-36,0.2045026446329602
80236,1,0.6377855344801271,1.7417779542588567,0.004408531326045685,1.557804569670311e-36,0.2042906790131657
80237,1,0.631299642643468,1.7318587792693405,0.004412139325915465,1.585943056167813e-36,0.20221316678423584
80238,1,0.6041382125738888,1.7454684527308315,0.004722016605823793,1.5885255921197002e-36,0.20295268078654077
80239,1,0.6737405488409774,1.7342111770567528,0.004090340277389696,1.608475757167653e-36,0.20528032347498532
80240,1,0.605967129858479,1.7555776858851846,0.0047521807672726265,1.609609316142992e-36,0.20356708268683282
80241,1,0.6373535859085664,1.7292507118023315,0.004347933104343541,1.6105551620237343e-36,0.20415232048633766
80242,1,0.6087223076323777,1.753859011921786,0.004719284805971301,1.6145105118711107e-36,0.20449265022025187
80243,1,0.6038965591275709,1.7528416123591029,0.004759464095876725,1.6142231054800827e-36,0.20287150033191836
80244,1,0.6081991570947813,1.7564332681605948,0.004735930393751899,1.633072231536737e-36,0.2043169043365281
80245,1,0.6357336295493742,1.7302278771385593,0.004366427037934271,1.6344964354565534e-36,0.2036334282150339
80246,1,0.6344718323837412,1.7386800102468434,0.004420197457399839,1.6441156560302567e-36,0.20322925881041712
80247,1,0.604678965438629,1.7385254623507937,0.004683770475219404,1.6623463941205546e-36,0.20313433995203944
80248,1,0.6350958206819786,1.7374536682921926,0.004408822765294958,1.691693854206969e-36,0.20342913006219626
80249,1,0.6357996532120913,1.7311160127924374,0.004370856282566028,1.7104612832328224e-36,0.20365457641949797
80250,1,0.6055794156265706,1.7485939461931146,0.0047234326053404285,1.718351373200105e-36,0.20343683493705106
80251,1,0.6035929418212347,1.748876356606592,0.0047438334184272245,1.7255856897925427e-36,0.20276950389307102
80252,1,0.6010244962346138,1.7517467944830005,0.004781454423725722,1.7452023589149684e-36,0.20190666670381557
80253,1,0.6019090658222731,1.748756891305029,0.004759137630092574,1.746560993876084e-36,0.2022038267996699
80254,1,0.6069088419884817,1.7450955592587,0.0046945804929918135,1.77822958737786e-36,0.20388343910550558
80255,1,0.6735816696134458,1.7330178353095793,0.004085321071081166,1.7799604017441634e-36,0.20523191496034676
80256,1,0.6722491084957241,1.7280126072909259,0.0040684480051618975,1.7907817483449477e-36,0.20482590024479091
80257,1,0.6086002341895812,1.750365606063628,0.004704027614153275,1.7922992828340204e-36,0.20445164117306242
80258,1,0.6040648115679657,1.7442037756081343,0.004717187534496815,1.7986932220773236e-36,0.20292802263611348
80259,1,0.6364733673686241,1.7396526510599315,0.004408431229724006,1.804099350507255e-36,0.20387037548526243
80260,1,0.6024340732888577,1.750005940843753,0.004759343464989537,1.8069805410377323e-36,0.20238019649547562
80261,1,0.6063334537496325,1.746888452299912,0.004708790345375353,1.8193417494980407e-36,0.2036901446190172
80262,1,0.6072276984168562,1.7530557740551815,0.0047294114384875754,1.8241318132737875e-36,0.20399055493691265
80263,1,0.6373185058647182,1.7376833008126265,0.0043915586065531205,1.829555617529774e-36,0.20414108390979252
80264,1,0.6715075594676664,1.7255427172310458,0.004060341474926846,1.851809159220307e-36,0.2045999595253046
80265,1,0.6073798862979237,1.7424090470083935,0.0046774535907221065,1.8765099466362633e-36,0.20404168055320873
80266,1,0.6730283295394023,1.732166567175061,0.0040847602278240285,1.8865723825064505e-36,0.2050633191565366
